scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
aggregate,cross_lingual,openai,mimo-v2-pro,1,study2_british_within,,en_vs_zh,jsd,0.0065750944566119315,0.04043201036444722
aggregate,cross_lingual,openai,mimo-v2-pro,1,study2_british_within,,en_vs_zh,tvd,0.012000000000000005,0.08266666666666668
aggregate,cross_lingual,openai,mimo-v2-pro,1,study2_british_within,,en_vs_zh,top1_match,1.0,1.0
aggregate,cross_lingual,openai,mimo-v2-pro,1,study2_british_within,,en_vs_zh,flip_rate,0.0,0.0
aggregate,human_alignment,openai,mimo-v2-pro,1,study2_british_within,,en,jsd,0.674753100669669,0.9629533628220137
aggregate,human_alignment,openai,mimo-v2-pro,1,study2_british_within,,en,tvd,0.7206666666666667,0.9793666666666667
aggregate,human_alignment,openai,mimo-v2-pro,1,study2_british_within,,en,top1_match,0.0,0.4
aggregate,human_alignment,openai,mimo-v2-pro,1,study2_british_within,,zh,jsd,0.6199959649468099,0.9185859122751828
aggregate,human_alignment,openai,mimo-v2-pro,1,study2_british_within,,zh,tvd,0.6659833333333334,0.9520166666666667
aggregate,human_alignment,openai,mimo-v2-pro,1,study2_british_within,,zh,top1_match,0.0,0.4
item,cross_lingual,openai,mimo-v2-pro,1,study2_british_within,study2_item_01,en_vs_zh,jsd,0.0,0.051899160321315516
item,cross_lingual,openai,mimo-v2-pro,1,study2_british_within,study2_item_01,en_vs_zh,tvd,0.0,0.09999999999999999
item,cross_lingual,openai,mimo-v2-pro,1,study2_british_within,study2_item_02,en_vs_zh,jsd,0.0,0.03066939825433814
item,cross_lingual,openai,mimo-v2-pro,1,study2_british_within,study2_item_02,en_vs_zh,tvd,0.0,0.060000000000000026
item,cross_lingual,openai,mimo-v2-pro,1,study2_british_within,study2_item_03,en_vs_zh,jsd,0.10414520912549677,0.30440083577683846
item,cross_lingual,openai,mimo-v2-pro,1,study2_british_within,study2_item_03,en_vs_zh,tvd,0.18,0.48
