scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
aggregate,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,,en_vs_zh,jsd,0.029931300667639223,0.21958168549926851
aggregate,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,,en_vs_zh,tvd,0.06123333333333335,0.3280333333333333
aggregate,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,,en_vs_zh,top1_match,0.6,1.0
aggregate,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,,en_vs_zh,flip_rate,0.0,0.4
aggregate,cross_lingual,openai,gpt-5.4-mini,2,study2_british_within,,en_vs_zh,jsd,0.04678484847737533,0.523778860398527
aggregate,cross_lingual,openai,gpt-5.4-mini,2,study2_british_within,,en_vs_zh,tvd,0.20000000000000004,0.6999999999999998
aggregate,cross_lingual,openai,gpt-5.4-mini,2,study2_british_within,,en_vs_zh,top1_match,0.0,1.0
aggregate,cross_lingual,openai,gpt-5.4-mini,2,study2_british_within,,en_vs_zh,flip_rate,0.0,1.0
aggregate,human_alignment,openai,gpt-5.4-mini,1,study2_british_within,,en,jsd,0.7343366772053593,0.9647405832336969
aggregate,human_alignment,openai,gpt-5.4-mini,1,study2_british_within,,en,tvd,0.7799333333333331,0.9826666666666666
aggregate,human_alignment,openai,gpt-5.4-mini,1,study2_british_within,,en,top1_match,0.0,0.2
aggregate,human_alignment,openai,gpt-5.4-mini,1,study2_british_within,,zh,jsd,0.6094591485040428,0.912057539346614
aggregate,human_alignment,openai,gpt-5.4-mini,1,study2_british_within,,zh,tvd,0.6426333333333334,0.9333500000000001
aggregate,human_alignment,openai,gpt-5.4-mini,1,study2_british_within,,zh,top1_match,0.0,0.4
aggregate,human_alignment,openai,gpt-5.4-mini,2,study2_british_within,,en,jsd,0.73240946384368,1.0
aggregate,human_alignment,openai,gpt-5.4-mini,2,study2_british_within,,en,tvd,0.7600000000000001,1.0
aggregate,human_alignment,openai,gpt-5.4-mini,2,study2_british_within,,en,top1_match,0.0,0.0
aggregate,human_alignment,openai,gpt-5.4-mini,2,study2_british_within,,zh,jsd,0.799682113166677,0.9631922907258752
aggregate,human_alignment,openai,gpt-5.4-mini,2,study2_british_within,,zh,tvd,0.89,0.9899999999999999
aggregate,human_alignment,openai,gpt-5.4-mini,2,study2_british_within,,zh,top1_match,0.0,0.0
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_01,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_01,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_02,en_vs_zh,jsd,0.23645279766002797,0.47262797611078305
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_02,en_vs_zh,tvd,0.4,0.6799999999999999
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_02,en_vs_zh,spearman,0.0,0.8660254037844387
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_03,en_vs_zh,jsd,0.5261046091853976,0.8039396062465607
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_03,en_vs_zh,tvd,0.7,0.92
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_03,en_vs_zh,spearman,-0.6078072230809733,0.05521576303742327
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_04,en_vs_zh,jsd,0.26301568036677847,0.5314313415654409
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_04,en_vs_zh,tvd,0.44,0.74
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_04,en_vs_zh,spearman,-0.34524273300791875,0.870388279778489
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_05,en_vs_zh,jsd,0.0003653255622628766,0.06510305830437346
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_05,en_vs_zh,tvd,0.02,0.23999999999999996
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_05,en_vs_zh,spearman,0.5,1.0
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_06,en_vs_zh,jsd,0.0,0.051899160321315516
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_06,en_vs_zh,tvd,0.0,0.09999999999999999
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_07,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_07,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_08,en_vs_zh,jsd,0.0,0.03066939825433814
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_08,en_vs_zh,tvd,0.0,0.060000000000000026
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_09,en_vs_zh,jsd,0.2412359861052775,0.4699784936430798
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_09,en_vs_zh,tvd,0.38,0.6599999999999999
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_09,en_vs_zh,spearman,-0.2660662432388705,0.3478626213914691
item,cross_lingual,openai,gpt-5.4-mini,1,study2_british_within,study2_item_10,en_vs_zh,jsd,0.0,0.0
