scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
aggregate,cross_lingual,openai,glm-4-airx,1,study2_british_within,,en_vs_zh,jsd,0.053278562266672755,0.3578840656867601
aggregate,cross_lingual,openai,glm-4-airx,1,study2_british_within,,en_vs_zh,tvd,0.1,0.43206666666666665
aggregate,cross_lingual,openai,glm-4-airx,1,study2_british_within,,en_vs_zh,top1_match,0.5333333333333333,0.9333333333333333
aggregate,cross_lingual,openai,glm-4-airx,1,study2_british_within,,en_vs_zh,flip_rate,0.06666666666666667,0.4666666666666667
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,en,jsd,0.7016118431594435,0.9569778769883528
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,en,tvd,0.7522884615384615,0.98
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,en,top1_match,0.0,0.23076923076923078
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,zh,jsd,0.5899135169319291,0.8947636078639168
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,zh,tvd,0.6526333333333334,0.9340833333333332
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,zh,top1_match,0.06666666666666667,0.5333333333333333
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_01,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_01,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_02,en_vs_zh,jsd,1.0,1.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_02,en_vs_zh,tvd,1.0,1.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_02,en_vs_zh,spearman,-0.8603090020146066,-0.6546536707079772
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_03,en_vs_zh,jsd,0.5333618752866024,0.8076050343137162
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_03,en_vs_zh,tvd,0.72,0.92
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_03,en_vs_zh,spearman,-0.5247126587505381,0.031215309009965976
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_04,en_vs_zh,jsd,0.5880226528045898,0.8861908799264345
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_04,en_vs_zh,tvd,0.78,0.96
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_04,en_vs_zh,spearman,-0.8660254037844387,-0.5
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_05,en_vs_zh,jsd,0.035571340890265424,0.2598429260113385
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_05,en_vs_zh,tvd,0.22000000000000003,0.5800000000000001
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_06,en_vs_zh,jsd,0.06554908469412772,0.21964518035806574
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_06,en_vs_zh,tvd,0.13999999999999999,0.44
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_06,en_vs_zh,spearman,0.7824967451805591,0.9486832980505139
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_07,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_07,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_08,en_vs_zh,jsd,0.05305303679142698,0.20188035011532965
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_08,en_vs_zh,tvd,0.12,0.42000000000000004
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_08,en_vs_zh,spearman,0.5,1.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_09,en_vs_zh,jsd,0.45251702029321245,0.7582766571931676
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_09,en_vs_zh,tvd,0.6599999999999999,0.9
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_09,en_vs_zh,spearman,-0.8660254037844387,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_10,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_10,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_11,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_11,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_12,en_vs_zh,jsd,0.04120259398127841,0.14406499878168008
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_12,en_vs_zh,tvd,0.07999999999999999,0.26
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_13,en_vs_zh,jsd,0.3686019595138421,0.7379311085363349
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_13,en_vs_zh,tvd,0.66,0.9
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_13,en_vs_zh,spearman,-0.39999999999999997,0.6842105263157895
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_14,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_14,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_15,en_vs_zh,jsd,0.0,0.09643129419996313
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_15,en_vs_zh,tvd,0.0,0.19999999999999996
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_01,en,jsd,1.0,1.0
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_01,en,tvd,1.0,1.0
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_01,en,spearman,-0.6425294053171791,-0.6425294053171791
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_01,zh,jsd,1.0,1.0
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_01,zh,tvd,1.0,1.0
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_01,zh,spearman,-0.6425294053171791,-0.6425294053171791
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_02,zh,jsd,1.0,1.0
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_02,zh,tvd,1.0,1.0
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_02,zh,spearman,-0.36429003203460203,-0.36429003203460203
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_03,zh,jsd,0.5260231315791053,0.5373531200462693
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_03,zh,tvd,0.73,0.73
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_03,zh,spearman,-0.005258153378167326,0.3840581764180158
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_04,en,jsd,0.8052932501298081,0.88
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_04,en,tvd,0.88,0.88
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_04,en,spearman,-0.1517286483621763,-0.1517286483621763
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_04,zh,jsd,0.49764302516264886,0.5909939810614574
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_04,zh,tvd,0.7,0.76
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_04,zh,spearman,0.03793216209054408,0.20791684988674328
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_05,en,jsd,0.8219841785486888,0.8398023716247645
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_05,en,tvd,0.9299999999999999,0.93
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_05,en,spearman,-0.07597371763975863,-0.07597371763975863
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_05,zh,jsd,0.8528639161694902,0.8885404189686841
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_05,zh,tvd,0.9299999999999999,0.93
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_05,zh,spearman,-0.17094086468945693,-0.17094086468945693
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_06,en,jsd,0.9427206085768087,0.9565148445440323
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_06,en,tvd,0.98,0.98
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_06,en,spearman,-0.20008894819207806,-0.20008894819207806
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_06,zh,jsd,0.8749333739689915,0.8996918423298611
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_06,zh,tvd,0.95,0.9500000000000001
