scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
aggregate,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,,en_vs_zh,jsd,0.10171664666718853,0.3453795357988978
aggregate,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,,en_vs_zh,tvd,0.1839666666666667,0.46270000000000006
aggregate,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,,en_vs_zh,top1_match,0.6,1.0
aggregate,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,,en_vs_zh,flip_rate,0.0,0.4
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,en,jsd,0.6469999975113309,0.9366672906730837
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,en,tvd,0.7141666666666667,0.9683333333333332
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,en,top1_match,0.0,0.4166666666666667
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,zh,jsd,0.7153023655365369,0.9658894451001588
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,zh,tvd,0.7649791666666667,0.9866666666666667
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,zh,top1_match,0.0,0.25
item,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_01,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_01,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_02,en_vs_zh,jsd,0.39142063723952375,0.6571296432914246
item,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_02,en_vs_zh,tvd,0.58,0.82
item,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_02,en_vs_zh,spearman,-0.39999999999999997,-0.19999999999999998
item,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_03,en_vs_zh,jsd,0.29281639448562663,0.5546583636012503
item,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_03,en_vs_zh,tvd,0.4395,0.7200000000000001
item,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_03,en_vs_zh,spearman,-0.5523086077863628,0.26851851851851855
