metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_01,1,0.9,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_02,2,0.3,low,en_vs_zh,0.496040092889972,0.7,0,1.0,-0.316227766016838,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_03,3,0.36,medium,en_vs_zh,0.39765232195117894,0.5800000000000001,0,1.0,-0.07339758434175739,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_04,4,0.24,low,en_vs_zh,0.29562524478578883,0.48,1,0.0,0.20225995873897265,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_05,5,0.64,medium,en_vs_zh,0.35582637216383417,0.46,1,0.0,0.5,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_06,6,0.44,medium,en_vs_zh,0.11881012589781785,0.24000000000000002,1,0.0,0.5,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_07,7,0.28,low,en_vs_zh,0.032751678007069886,0.13999999999999996,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_08,8,0.33,low,en_vs_zh,0.1821188257783191,0.31999999999999995,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_09,9,0.48,medium,en_vs_zh,0.20946620392649334,0.36,1,0.0,0.316227766016838,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_10,10,0.92,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_11,11,0.56,medium,en_vs_zh,0.9289911704818996,0.98,0,1.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_12,12,0.3,low,en_vs_zh,0.134793778611062,0.29999999999999993,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_13,13,0.83,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_14,14,0.74,high,en_vs_zh,0.020294448000613266,0.04000000000000002,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_15,15,0.88,high,en_vs_zh,0.03008451871628961,0.17999999999999997,1,0.0,,50,50,1.0,50.0,50.0
human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_01,1,0.9,high,en,1.0,1.0,0,,-0.6425294053171791,50,50,1.0,,
human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_01,1,0.9,high,zh,1.0,1.0,0,,-0.6425294053171791,50,50,1.0,,
human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_02,2,0.3,low,zh,0.9328893055963006,0.98,0,,-0.15438281872090137,46,50,0.92,,
human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_04,4,0.24,low,en,0.5605218825340386,0.76,1,,0.4633239167994182,48,50,0.96,,
human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_05,5,0.64,medium,en,0.8432021598994723,0.93,0,,-0.07597371763975863,50,50,1.0,,
human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,study2_item_05,5,0.64,medium,zh,0.8255731397697698,0.9299999999999999,0,,-0.07597371763975863,50,50,1.0,,
