scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
aggregate,cross_lingual,openai,gpt-5.4,1,study2_british_within,,en_vs_zh,jsd,0.02214907435172401,0.3880923707726594
aggregate,cross_lingual,openai,gpt-5.4,1,study2_british_within,,en_vs_zh,tvd,0.03726666666666668,0.42003333333333337
aggregate,cross_lingual,openai,gpt-5.4,1,study2_british_within,,en_vs_zh,top1_match,0.6,1.0
aggregate,cross_lingual,openai,gpt-5.4,1,study2_british_within,,en_vs_zh,flip_rate,0.0,0.4
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,en,jsd,0.5909892124588306,0.9390778179365116
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,en,tvd,0.6528214285714287,0.9678571428571427
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,en,top1_match,0.0,0.35714285714285715
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,zh,jsd,0.605372115314204,0.938600974966929
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,zh,tvd,0.6673166666666667,0.9613666666666667
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,zh,top1_match,0.06666666666666667,0.5333333333333333
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_01,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_01,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_02,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_02,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_03,en_vs_zh,jsd,0.0,0.03066939825433814
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_03,en_vs_zh,tvd,0.0,0.060000000000000026
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_04,en_vs_zh,jsd,1.0,1.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_04,en_vs_zh,tvd,1.0,1.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_04,en_vs_zh,spearman,-0.888888888888889,-0.7745966692414834
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_05,en_vs_zh,jsd,0.15211787985535924,0.3292748066937058
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_05,en_vs_zh,tvd,0.24,0.5
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_05,en_vs_zh,spearman,0.0,0.5
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_06,en_vs_zh,jsd,0.01007286462500093,0.08502441288198997
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_06,en_vs_zh,tvd,0.02000000000000001,0.16000000000000003
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_07,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_07,en_vs_zh,tvd,0.0,0.0
